NAMES,,SUB-NAMES,,dcterms:spatial,,dcterms:date,,Audio,,3D Artifact,3D Artifact Citation,,art:url. (USC),Image File Name (USC),art:url. (UA),,Image File Name UA,,,,,Text
FN-3A,,FN-3A1,,"14.1666667, 38.96",,1896,,https://soundcloud.com/decodingdiaspora/ep-3-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-3a,https://scalar.usc.edu/works/decoding-diaspora/media/FN-3A.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-3a,,https://decodingdiaspora.org/decoding-diaspora/media/FN-3A.jpg,,,,,"Adowa Ethiopia, as it appeared in 1896, when the forces of Menelik Annihilated an Italian army. 12,000 Italians were killed, including two generals; 7,000 were captured, and the entire supplies of the Italians, including 4,000,000 cartridges. The first great defeat of the white by black since the Moors conquered Spain, Italy, and Southern France, it sent a shiver through imperialist Europe.?"
FN-3A,,FN-3A2,,"40.416775, -3.70379",,,,https://soundcloud.com/decodingdiaspora/ep-3-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-3a,https://scalar.usc.edu/works/decoding-diaspora/media/FN-3A.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-3a,,https://decodingdiaspora.org/decoding-diaspora/media/FN-3A.jpg,,,,,"Adowa Ethiopia, as it appeared in 1896, when the forces of Menelik Annihilated an Italian army. 12,000 Italians were killed, including two generals; 7,000 were captured, and the entire supplies of the Italians, including 4,000,000 cartridges. The first great defeat of the white by black since the Moors conquered Spain, Italy, and Southern France, it sent a shiver through imperialist Europe.?"
FN-3A,,FN-3A3,,"41.8967, 12.4822",,,,https://soundcloud.com/decodingdiaspora/ep-3-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-3a,https://scalar.usc.edu/works/decoding-diaspora/media/FN-3A.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-3a,,https://decodingdiaspora.org/decoding-diaspora/media/FN-3A.jpg,,,,,"Adowa Ethiopia, as it appeared in 1896, when the forces of Menelik Annihilated an Italian army. 12,000 Italians were killed, including two generals; 7,000 were captured, and the entire supplies of the Italians, including 4,000,000 cartridges. The first great defeat of the white by black since the Moors conquered Spain, Italy, and Southern France, it sent a shiver through imperialist Europe.?"
FN-3A,,FN-3A4,,"43.296482, 5.36978",,,,https://soundcloud.com/decodingdiaspora/ep-3-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-3a,https://scalar.usc.edu/works/decoding-diaspora/media/FN-3A.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-3a,,https://decodingdiaspora.org/decoding-diaspora/media/FN-3A.jpg,,,,,"Adowa Ethiopia, as it appeared in 1896, when the forces of Menelik Annihilated an Italian army. 12,000 Italians were killed, including two generals; 7,000 were captured, and the entire supplies of the Italians, including 4,000,000 cartridges. The first great defeat of the white by black since the Moors conquered Spain, Italy, and Southern France, it sent a shiver through imperialist Europe.?"
FN-3A,,FN-3A5,,"41.047867, 28.888272",,,,https://soundcloud.com/decodingdiaspora/ep-3-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-3a,https://scalar.usc.edu/works/decoding-diaspora/media/FN-3A.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-3a,,https://decodingdiaspora.org/decoding-diaspora/media/FN-3A.jpg,,,,,"Adowa Ethiopia, as it appeared in 1896, when the forces of Menelik Annihilated an Italian army. 12,000 Italians were killed, including two generals; 7,000 were captured, and the entire supplies of the Italians, including 4,000,000 cartridges. The first great defeat of the white by black since the Moors conquered Spain, Italy, and Southern France, it sent a shiver through imperialist Europe.?"
FN-3B,,FN-3B1,,"38.244926, -85.757767",,1859,,https://soundcloud.com/decodingdiaspora/ep-3-facts-about-the-negro,,,https://www.thingiverse.com/thing:4510887,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-3b,https://scalar.usc.edu/works/decoding-diaspora/media/FN-3B.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-3b,,https://decodingdiaspora.org/decoding-diaspora/media/FN-3B.jpg,,,,,"Junius G. Groves Born Louisville KY., 1859, was known as “The Potato King”. Migrating to Kaw Valley, Kans., he bought 80 acres of land, grew potatoes, and was so successful, that he increased his acreage to 500. He became such an important shipper that the Union Pacific Railroad built a spur on his property to haul his potatoes. He built a fine mansion, and later refused an offer in six figures from the railroad for his land.?"
FN-3B,,FN-3B2,,"39.099724, -94.578331",,,,https://soundcloud.com/decodingdiaspora/ep-3-facts-about-the-negro,,,https://www.thingiverse.com/thing:4510887,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-3b,https://scalar.usc.edu/works/decoding-diaspora/media/FN-3B.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-3b,,https://decodingdiaspora.org/decoding-diaspora/media/FN-3B.jpg,,,,,"Junius G. Groves Born Louisville KY., 1859, was known as “The Potato King”. Migrating to Kaw Valley, Kans., he bought 80 acres of land, grew potatoes, and was so successful, that he increased his acreage to 500. He became such an important shipper that the Union Pacific Railroad built a spur on his property to haul his potatoes. He built a fine mansion, and later refused an offer in six figures from the railroad for his land.?"
FN-3C,,FN-3C1,,"23.133, -82.393",,1852-1911,,https://soundcloud.com/decodingdiaspora/ep-3-facts-about-the-negro,,,https://sketchfab.com/3d-models/violin-a784af0713a643b19ffcf65194bc0fbf#download,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-3c,https://scalar.usc.edu/works/decoding-diaspora/media/FN-3C.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-3c,,https://decodingdiaspora.org/decoding-diaspora/media/FN-3C.jpg,,,,,"Claudio Jose Brindis de Salas (1852-1911) ?“King of the Octaves”. One of the greatest violinists of all time. Born in Cuba, he studied in Paris where he won first prize at the conservatory. Had dazzling success in leading European cities where he was hailed as “first violinist of the century”. Emperor William I of Germany appointed him court violins. Made him a Baron."
FN-3C,,FN-3C2,,"48.858093, 2.304694",,,,https://soundcloud.com/decodingdiaspora/ep-3-facts-about-the-negro,,,https://sketchfab.com/3d-models/violin-a784af0713a643b19ffcf65194bc0fbf#download,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-3c,https://scalar.usc.edu/works/decoding-diaspora/media/FN-3C.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-3c,,https://decodingdiaspora.org/decoding-diaspora/media/FN-3C.jpg,,,,,"Claudio Jose Brindis de Salas (1852-1911) ?“King of the Octaves”. One of the greatest violinists of all time. Born in Cuba, he studied in Paris where he won first prize at the conservatory. Had dazzling success in leading European cities where he was hailed as “first violinist of the century”. Emperor William I of Germany appointed him court violins. Made him a Baron."
FN-3C,,FN-3C4,,"52.531677, 13.381777",,,,https://soundcloud.com/decodingdiaspora/ep-3-facts-about-the-negro,,,https://sketchfab.com/3d-models/violin-a784af0713a643b19ffcf65194bc0fbf#download,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-3c,https://scalar.usc.edu/works/decoding-diaspora/media/FN-3C.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-3c,,https://decodingdiaspora.org/decoding-diaspora/media/FN-3C.jpg,,,,,"Claudio Jose Brindis de Salas (1852-1911) ?“King of the Octaves”. One of the greatest violinists of all time. Born in Cuba, he studied in Paris where he won first prize at the conservatory. Had dazzling success in leading European cities where he was hailed as “first violinist of the century”. Emperor William I of Germany appointed him court violins. Made him a Baron."
FN-4A,,FN-4A1,,"5.614818, -0.205874",,,,https://soundcloud.com/decodingdiaspora/ep-4-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-4a,https://scalar.usc.edu/works/decoding-diaspora/media/FN-4A.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-4a,,https://decodingdiaspora.org/decoding-diaspora/media/FN-4A.jpg,,,,,"Robert Kweku Gardiner One of Africa’s ablest sons. Native of Ghana. Graduate Cambridge Univ. with graduate courses in economics and government at Oxford and London, England. Lectured in Liberia and Sierra Leone. Taught in University College, Ghana, and was later Ghana’s civil service chief. In 1946, he was appointed to the trusteeship division of the United Nations and was later promoted to the Economic Commission for Africa. At present U. N. Mediator in the Congo.?"
FN-4A,,FN-4A3,,"52.204311, 0.113818",,,,https://soundcloud.com/decodingdiaspora/ep-4-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-4a,https://scalar.usc.edu/works/decoding-diaspora/media/FN-4A.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-4a,,https://decodingdiaspora.org/decoding-diaspora/media/FN-4A.jpg,,,,,"Robert Kweku Gardiner One of Africa’s ablest sons. Native of Ghana. Graduate Cambridge Univ. with graduate courses in economics and government at Oxford and London, England. Lectured in Liberia and Sierra Leone. Taught in University College, Ghana, and was later Ghana’s civil service chief. In 1946, he was appointed to the trusteeship division of the United Nations and was later promoted to the Economic Commission for Africa. At present U. N. Mediator in the Congo.?"
FN-4A,,FN-4A4,,"51.754845, -1.254449",,,,https://soundcloud.com/decodingdiaspora/ep-4-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-4a,https://scalar.usc.edu/works/decoding-diaspora/media/FN-4A.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-4a,,https://decodingdiaspora.org/decoding-diaspora/media/FN-4A.jpg,,,,,"Robert Kweku Gardiner One of Africa’s ablest sons. Native of Ghana. Graduate Cambridge Univ. with graduate courses in economics and government at Oxford and London, England. Lectured in Liberia and Sierra Leone. Taught in University College, Ghana, and was later Ghana’s civil service chief. In 1946, he was appointed to the trusteeship division of the United Nations and was later promoted to the Economic Commission for Africa. At present U. N. Mediator in the Congo.?"
FN-4A,,FN-4A5,,"51.507359, -0.126439",,,,https://soundcloud.com/decodingdiaspora/ep-4-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-4a,https://scalar.usc.edu/works/decoding-diaspora/media/FN-4A.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-4a,,https://decodingdiaspora.org/decoding-diaspora/media/FN-4A.jpg,,,,,"Robert Kweku Gardiner One of Africa’s ablest sons. Native of Ghana. Graduate Cambridge Univ. with graduate courses in economics and government at Oxford and London, England. Lectured in Liberia and Sierra Leone. Taught in University College, Ghana, and was later Ghana’s civil service chief. In 1946, he was appointed to the trusteeship division of the United Nations and was later promoted to the Economic Commission for Africa. At present U. N. Mediator in the Congo.?"
FN-4A,,FN-4A8,,"6.300774, -10.79716",,,,https://soundcloud.com/decodingdiaspora/ep-4-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-4a,https://scalar.usc.edu/works/decoding-diaspora/media/FN-4A.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-4a,,https://decodingdiaspora.org/decoding-diaspora/media/FN-4A.jpg,,,,,"Robert Kweku Gardiner One of Africa’s ablest sons. Native of Ghana. Graduate Cambridge Univ. with graduate courses in economics and government at Oxford and London, England. Lectured in Liberia and Sierra Leone. Taught in University College, Ghana, and was later Ghana’s civil service chief. In 1946, he was appointed to the trusteeship division of the United Nations and was later promoted to the Economic Commission for Africa. At present U. N. Mediator in the Congo.?"
FN-4A,,FN-4A9,,"8.43194, -13.28972",,1946,,https://soundcloud.com/decodingdiaspora/ep-4-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-4a,https://scalar.usc.edu/works/decoding-diaspora/media/FN-4A.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-4a,,https://decodingdiaspora.org/decoding-diaspora/media/FN-4A.jpg,,,,,"Robert Kweku Gardiner One of Africa’s ablest sons. Native of Ghana. Graduate Cambridge Univ. with graduate courses in economics and government at Oxford and London, England. Lectured in Liberia and Sierra Leone. Taught in University College, Ghana, and was later Ghana’s civil service chief. In 1946, he was appointed to the trusteeship division of the United Nations and was later promoted to the Economic Commission for Africa. At present U. N. Mediator in the Congo.?"
FN-4C,,FN-4C1,,"38.20091, -84.87328",,1872,,https://soundcloud.com/decodingdiaspora/ep-4-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-4c,https://scalar.usc.edu/works/decoding-diaspora/media/FN-4C.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-4c,,https://decodingdiaspora.org/decoding-diaspora/media/FN-4C.jpg,,,,,"Daniel Clark,? was one of Kentucky’s best beloved and highly respected citizens. Lived in the state mansion for 36 years as unofficial guest. Served as counsellor to governors. Was called “the Ancient Governor.” When he died, 1872, the legislature said of him, “a notable example to all men, white, and black of industry, sobriety and integrity in office.” Started as valet to Gov. Clark?"
FN-4D,,FN-4D1,,"38.89511, -77.03637",,1829,,https://soundcloud.com/decodingdiaspora/ep-4-facts-about-the-negro,,,https://3d.si.edu/explorer/andrew-jackson-zinc-sculpture,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-4d,https://scalar.usc.edu/works/decoding-diaspora/media/FN-4D.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-4d,,https://decodingdiaspora.org/decoding-diaspora/media/FN-4D.jpg,,,,,"Andrew Jackson,? President of the United States (1829), used to speculate in slaves."
FN-5A,,FN-5A1,,"34.020882, -6.84165",,1870-1889,,https://soundcloud.com/decodingdiaspora/ep-5-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-5a,https://scalar.usc.edu/works/decoding-diaspora/media/FN-5A.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-5a,,https://decodingdiaspora.org/decoding-diaspora/media/FN-5A.jpg,,,,,"Mulai Tayeb “SAINT”, richest and most powerful figure of Morocco in the 1870s and 80s. Claimed descent from Mohamet. Very generous, he gave his wealth to thousands of the poor. His Italian-style palace which held rare specimens of African art and old Arab manuscripts, was fabulous. His tomb became a shrine of refuge for the accused.?"
FN-5C,,FN-5C1,,"18.575394, -72.294708",,,,https://soundcloud.com/decodingdiaspora/ep-5-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-5c,https://scalar.usc.edu/works/decoding-diaspora/media/FN-5C.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-5c,,https://decodingdiaspora.org/decoding-diaspora/media/FN-5C.jpg,,,,,"In Haiti, under the French, Negro women were forbidden to wear the same color of clothing as whites, to dress their hair in the same style, to wear jewelry, even to wear shoes. The purpose was to make the Negro women less attractive to white men, who according to writers of the time, were greatly fascinated by the black girls.?"
FN-5D,,FN-5D1,,"36.746841, -119.772591",,,,https://soundcloud.com/decodingdiaspora/ep-5-facts-about-the-negro,,,https://www.thingiverse.com/thing:5430504,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-5d,https://scalar.usc.edu/works/decoding-diaspora/media/FN-5D.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-5d,,https://decodingdiaspora.org/decoding-diaspora/media/FN-5D.jpg,,,,,"Richard B. Spikes of Fresno, California, a Negro invented a semaphore system now used on Western railroads which he sold for $100,000. Spikes had 28 other patients on his inventions.?"
FN-6A,,FN-6A1,,"33.878167, -90.72732",,1847-1887,,https://soundcloud.com/decodingdiaspora/ep6-facts-about-the-negro1,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-6a,https://scalar.usc.edu/works/decoding-diaspora/media/FN-6A.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-6a,,https://decodingdiaspora.org/decoding-diaspora/media/FN-6A.jpg,,,,,"Isaiah T. Montgomery Founder of the All-Negro Town of Mound Bayou, Miss., was one of the most enterprising businessmen of his time. Born a slave in 1847, he later went into cotton trading and bought his former master’s plantation. In 1887 founded Mound Bayou, now a modern town of 37,000 acres with assessed value of $7,500,000. Served in the U.S. Navy during the Civil War. Later elected delegate to the state convention.? ?[Mound Bayou- Largest U.S. Negro town. Settled July 17, 1887 by ex-slaves of Joe Davis, who conceived idea before Civil War/ Isaiah T. Montgomery (member of 1890 state convention & his cousin, Benjamin T. Green). --Plaque of Mound Bayou, all Negro-Town now celebrating its 75th Anniversary. Run entirely by Negroes.]?"
FN-6D,,FN-6D1,,"48.858093, 2.314694",,,,https://soundcloud.com/decodingdiaspora/ep6-facts-about-the-negro1,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-6d,https://scalar.usc.edu/works/decoding-diaspora/media/FN-6D.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-6d,,https://decodingdiaspora.org/decoding-diaspora/media/FN-6D.jpg,,,,,Jeanne A Negro Woman was one of the first mistresses of Louis XIV of France. He was known as “the Grand Monarch.”? 
FN-6C,,FN-6C2,,"30.005493, 31.487898",,1504,,https://soundcloud.com/decodingdiaspora/ep6-facts-about-the-negro1,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-6c,https://scalar.usc.edu/works/decoding-diaspora/media/FN-6C.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-6c,,https://decodingdiaspora.org/decoding-diaspora/media/FN-6C.jpg,,,,,"Two Negro girls brought from Africa to Scotland in 1504, were presented to the Queen of Scotland, who had them baptised and named Ellen and Margaret More. She had them educated at the Scotch Court and appointed Ellen one of her maids-of-honor. In June 1507 a tournament was held in honor of Ellen as Queen of Love and Beauty at Edinburgh.?"
FN-6C,,FN-6C3,,"55.950558, -3.185556",,June 1507,,https://soundcloud.com/decodingdiaspora/ep6-facts-about-the-negro1,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-6c,https://scalar.usc.edu/works/decoding-diaspora/media/FN-6C.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-6c,,https://decodingdiaspora.org/decoding-diaspora/media/FN-6C.jpg,,,,,"Two Negro girls brought from Africa to Scotland in 1504, were presented to the Queen of Scotland, who had them baptised and named Ellen and Margaret More. She had them educated at the Scotch Court and appointed Ellen one of her maids-of-honor. In June 1507 a tournament was held in honor of Ellen as Queen of Love and Beauty at Edinburgh.?"
FN-7A,,FN-7A1,,"36.81897, 10.16579",,1533,,https://soundcloud.com/decodingdiaspora/ep-7-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-7a,https://scalar.usc.edu/works/decoding-diaspora/media/FN-7A.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-7a,,https://decodingdiaspora.org/decoding-diaspora/media/FN-7A.jpg,,,,,"Mulai Hassan Sultan of Tunis in 1533. His Army and Navy were one of the most powerful of its time. His ships like those of other Islamic rulers of North Africa, raided the coasts of Southern and Western Europe, including England and Ireland, for white slaves whom they sold in Sallee (Morocco), Algiers, Tunis, and Constantinople….A practice that lasted until 1800. The United States, as a young nation, had to pay tribute to these African sovereigns to sail the Atlantic and the Mediterranean.? "
